0	-1.0779807377	0.3669312793	3.3157357035
0	2.0333443893	-0.3384575747	2.6995245199
0	4.3750913594	0.3151296379	1.848940324
1	0.052523982	2.1735405928	-0.0813589629
1	2.6414204881	0.8072530343	-0.0580703553
1	1.9966272469	1.3586528589	0.1277359614
0	3.7947210534	-0.1224878531	0.2195131601
0	2.1616504928	0.1161638222	1.0633863664
0	2.246924799	-0.0374977857	2.2817131662
1	0.0452336982	2.2705714558	-0.0168017084
1	0.3060971288	2.7213486549	-0.2259697995
0	2.6549039021	-0.1318164089	2.0088069919
0	2.5946640518	0.1602642119	2.2080596411
1	2.3843799649	0.0806756838	0.0219391573
0	1.3460874423	0.2843919976	2.7105258166
2	0.3376308224	2.3373780826	2.3011143445
1	1.8650896367	1.790309866	-0.079870073
2	0.2467084269	2.3334321116	1.5378141453
2	-0.1181137355	2.9704507523	0.5167112479
0	1.9100335787	0.1421479285	1.9524882785
2	0.2434909792	3.2295693062	0.6719208716
0	1.593312209	-0.2613853159	1.2246000791
1	-0.0595660219	2.5794801389	0.2955302262
2	0.1120559369	2.245415367	0.9491399608
0	2.1128162701	-0.1905828386	2.252674111
0	3.1117474989	-0.0813964791	-0.6460529283
1	1.6870414347	1.222198802	0.2484817921
2	0.082021462	2.3998792458	2.0054437646
0	0.9440126945	0.1376743571	1.3151644572
1	0.239758767	3.5733174936	0.3765973242
0	2.7542040868	0.1980218008	1.0841703837
2	0.2436290668	1.6303409498	0.5777131572
1	3.2395036057	0.5369091729	-0.1396294104
0	2.7841682076	-0.0270437507	2.456024104
0	1.7321566255	-0.0462679474	2.3505506826
1	1.503121357	0.6451500327	-0.1795824009
1	0.077654377	2.4893010288	0.2475147695
0	1.2272851822	-0.2979706381	1.117014719
0	2.9672019519	0.1668909177	2.4420794893
1	-0.2286020044	2.8514376678	0.0546416006
1	1.0538127159	1.5369785148	0.2233354314
2	-0.1218902922	0.2790060929	3.0478585315
0	0.7779590928	0.2578472771	2.8681991359
1	2.4254932064	-0.4397923973	0.051728073
0	0.5454481954	-0.0427648148	2.7642207235
2	0.2809149642	1.0513985854	2.6291993535
2	-0.0822553238	2.686531686	2.4330988718
0	2.1437417832	0.0588290651	1.77438104
1	0.6182482148	1.6946565177	-0.2059050731
2	0.0112170517	2.7920946835	0.7684142054
1	0.0871236754	2.3379723908	0.0818737366
1	1.5532552003	2.0598460466	-0.0415083674
1	1.4168679645	3.1560557812	-0.4575697408
1	0.2028873288	2.2894460507	0.0450492304
2	0.157061983	2.5809635823	0.4559498639
0	3.2824943166	-0.3316411122	0.1476292197
2	-0.2253733476	1.7650510556	1.9353053934
1	2.7961630192	0.5636214454	0.1650320785
0	0.9727290977	-0.1828080219	1.7028897668
2	-0.0038786725	-1.3241079138	4.1883053103
1	1.2309676061	4.355949774	0.0661585762
2	0.1378715665	1.9352368123	1.3576658037
2	0.2298452523	0.4400682116	3.2834108469
2	0.0606118818	0.3770632294	3.2831060714
2	0.1071970552	-0.4784824484	3.0215099559
2	0.0273098087	3.0912384959	-0.5449295397
2	0.1464003561	2.6859200784	-0.3319597916
0	3.5401421238	0.1350418815	0.3079343823
1	1.5283741256	1.118653536	-0.0294985041
0	2.2160476836	0.118439817	2.5645305341
0	0.4589361468	-0.0021505372	3.2694103673
0	2.5834837444	0.2907916098	1.5820759481
0	2.312570445	0.1886758264	2.1800372497
1	-1.0450794014	3.3231360182	-0.1261057862
2	-0.062227744	0.4133655774	2.6354696794
2	-0.1748588326	0.5544941919	2.6607197985
2	0.3174633724	0.3937624035	4.2078141768
0	3.0920213039	-0.2020780618	2.3577851899
2	-0.1559302363	2.3471558356	0.396843679
1	1.3971005454	1.2015978661	-0.0909552366
0	1.1670050301	0.4330739855	2.3765528354
0	2.1895085185	-0.5104470193	2.4914939836
2	-0.4431596364	2.5879365286	-0.6526647079
0	2.3062881855	0.228764494	2.4424999366
2	0.0090309831	2.1672162511	-0.3327808667
1	3.6996910597	-0.2023444536	0.0188886248
2	-0.0123243496	1.5348444612	1.8429204918
2	-0.2465615077	3.2346302607	0.0297330937
2	0.0549593845	0.0930201054	2.5874743442
2	0.0809574116	2.0342610439	2.1644793355
0	0.8388654192	0.4568895436	2.1883298144
0	3.158535421	0.3634433524	1.6921044408
2	0.2424362224	-0.4553200182	2.5647060665
1	1.6339689844	0.869727541	0.1924056209
1	3.4628156781	-0.0694327041	0.1058374715
0	-0.4160474918	0.0881074445	2.8594784749
0	2.461421711	0.5351436606	-0.7770860978
0	2.7520319017	0.0371734684	-0.981892238
0	2.7533898041	0.0288481396	2.0013435344
1	0.8582669032	1.2232957447	-0.32506232
0	1.6095919416	-0.2933340479	1.5294812396
2	-0.0827838068	-0.6398206746	3.5813683923
0	3.3389928994	-0.3311473242	2.174049677
2	-0.1175504756	1.2868631077	3.1418048585
1	1.1734717636	4.0156304233	0.0868136652
1	2.9178814275	-0.1376540783	-0.2071597997
1	0.7938428769	1.7041394207	0.0394148303
1	3.6010193819	0.2209655846	-0.3130551861
1	0.5709592679	1.8237719083	-0.0027186843
2	-0.2591001453	3.3137728385	1.5576141654
0	1.5810112748	0.4414764545	1.8194478609
1	0.1256042324	2.6202841395	0.0755062816
0	1.5375260307	-0.3217764948	2.3529403845
1	0.4528164665	2.0059654567	0.3304751911
1	0.3966272679	2.231304314	-0.3422758845
0	1.1574814398	0.3078019404	2.0137341882
0	1.850715497	0.2193868349	1.4323833407
1	0.7586543927	1.6661470375	-0.133415
2	-0.1759594013	2.6546090111	0.9758045224
2	0.1697383928	1.0556183438	2.858583429
0	1.3447293031	0.1196808607	2.1890455459
1	1.3324808258	1.7686399301	-0.0314257761
2	0.0616063772	2.6310920895	0.1425376347
2	0.0566053054	3.2518558768	-0.0404402684
2	-0.0350323299	2.6160059301	0.0249622266
2	-0.1812181786	0.288592399	3.1692681464
1	1.6764133831	0.5752258743	0.2725966612
2	0.1272890724	3.2846443685	-0.0844987818
0	2.4423970684	0.0140839469	1.6854238554
0	1.6480201914	-0.2218026536	2.7293259648
2	-0.3091364578	3.1883627522	-0.6264848551
1	1.5993597433	1.2154638386	0.2843550905
2	-0.1170575056	1.2099887145	4.6991716373
2	0.1277547624	2.3430218822	0.8176669056
1	-0.2034824037	2.9013947033	0.2947241195
2	0.0814923068	1.9914657573	-0.3889751283
2	0.1162049216	2.3937058347	1.9565253997
1	2.9443633504	0.6201158061	-0.067224345
1	1.3184202402	1.1143770371	-0.1431405581
1	1.4670897307	1.0979475482	0.0592462225
0	2.8877893774	-0.1924408803	1.6906144534
2	-0.038858383	1.1330402569	1.0734962483
1	0.0358180497	2.1459870651	0.1975733633
0	2.3308451795	-0.1251246558	1.5509707127
2	-0.0096665187	2.2553075946	0.0426953866
1	-0.3552382379	3.0103225753	-0.0387428339
2	0.1252645441	3.2713985061	0.4993736576
1	2.5661247865	-0.6810393659	-0.0687477519
0	2.5668453653	0.020880673	1.3227712286
0	1.8690961608	-0.2093037974	1.9470235049
0	2.2680531359	-0.2035552657	0.8916273205
2	0.3582050805	-1.1182324505	2.0116510315
0	-0.3228096622	-0.0425521212	3.5448310822
2	0.2035822141	2.698490183	0.5063185976
0	-0.4094819309	-0.4632652832	3.2707831812
0	2.5418808392	0.2122125567	1.6639741917
0	1.6905816221	-0.1201648194	0.9405618789
1	1.8352335938	1.4105223527	0.0593322934
2	-0.2821903614	3.1552145775	-0.5539089729
0	1.6950109836	0.0281284745	2.4748079273
1	1.7148029415	1.7410686304	-0.0056563605
2	0.2201059382	1.4212405887	3.2306691677
1	-0.3517179479	2.7290228621	0.0695648228
1	0.8348272537	1.6142299855	0.3237374176
1	2.180051526	1.5583391555	0.3764947164
2	0.2471656133	2.5048396063	1.0844131583
1	2.7415511149	0.9772878131	0.0891612071
2	0.1113079012	-0.1326349023	1.9152547364
2	0.1477055115	2.7663342287	0.337885896
0	2.0423684876	-0.0935860255	1.6273268721
0	3.0305007407	0.272862233	0.3823572395
0	2.0035709419	-0.1768326947	1.5180166675
1	2.6239278936	0.880111197	0.1890625474
1	1.8587404453	1.037142834	-0.1368022886
0	2.708396434	-0.0126075718	0.0475666488
1	3.8089030243	-0.1457041694	0.4138718603
2	-0.1603301235	-0.2874627043	3.1895154339
1	3.5847793665	-0.479257525	0.2317803675
2	-0.2375988167	1.6612376434	2.6787671209
0	2.1311264193	0.1599016291	1.0518835402
2	-0.409040898	0.0945039771	3.0671412213
0	3.1015397242	-0.2396999704	2.4967067975
2	0.0710541458	2.2124213967	1.861879208
1	1.4835207214	1.2262067059	-0.1482990795
0	0.2015892165	-0.3424053394	2.368028059
2	-0.1806547616	2.4402161668	2.3188106209
0	2.4545006529	-0.1620890244	2.236145596
1	-0.6557767886	3.2433252598	-0.0405453862
2	-0.2252152992	2.8696396024	-0.1101891933
2	-0.0972340644	2.911550249	1.9350876817
1	2.0713616226	-0.6859750385	0.5380306154
2	-0.0937871748	3.396255521	0.0036887939
1	0.0558008908	2.7698433792	0.6440340196
0	1.7359807503	-0.0152733006	1.9735799965
0	2.4233525372	-0.0501236056	1.6737806119
0	2.3544464483	-0.0023131727	1.6473395163
0	1.9965116543	0.1317676877	1.6875993166
1	-0.2841663918	2.9096821707	-0.1835825401
1	1.9335618031	0.6879093978	-0.1492899746
0	2.3033194353	-0.1334709568	1.2837779313
2	-0.1389657449	1.8774343902	0.9802188653
1	2.2477341091	-0.9969123589	-0.0780618241
2	0.0842848916	-0.3986296371	2.3729768618
0	1.8697382048	0.3137068146	1.0123282122
1	0.6312139807	2.2593245468	-0.0879727348
0	1.8910232713	-0.2864942153	1.7726600641
0	2.4893209941	0.1808062477	2.3398174053
2	-0.061413145	0.0531686011	3.4354490842
0	2.1725194732	-0.0936534168	2.4970601221
1	1.3124491992	1.9929572199	0.3268497802
1	2.187987363	0.5248172337	0.1625081584
1	1.351816199	0.1262546984	0.2646436975
1	1.1431033855	1.0663576509	0.4277172182
1	2.9686221074	1.515736229	-0.1764327557
1	0.1850118479	3.5111041855	0.0836599165
0	1.325561534	-0.1225989656	1.4160055911
1	3.5880046372	-0.9206424421	-0.2143780437
1	0.8039695686	1.2575149316	-0.2297740564
2	0.1245460871	2.4764452703	-0.5493668277
2	-0.240520598	3.1827698242	-0.406676503
2	0.3455575344	2.1793667676	1.7785077821
2	0.0162695798	1.5007657913	1.944890426
0	2.2600538922	-0.2568797884	1.5674525202
0	2.1117046539	-0.1121101896	2.5787859783
0	1.7707861021	0.0774023978	2.4948913436
1	1.5688104816	1.0652219387	-0.1068165002
0	1.3280052689	-0.2706598532	1.7360992585
0	2.8912171847	0.0347913307	1.8295122586
1	2.5629332895	2.014970868	-0.0799522506
2	-0.1164349674	1.5813247821	0.5140303525
0	1.9162247331	-0.1297616752	2.8910298223
0	2.9474139158	0.3248907579	1.9808683361
2	0.0298904042	2.4054726036	1.4507537422
1	2.6136777738	0.5356403496	0.1529538716
1	2.1077358672	1.9718992561	-0.086057121
0	1.1958496973	0.0035304719	2.7291260006
1	-0.2759586421	3.3761254218	0.0839269562
0	0.637564317	0.5934940283	0.7887403079
1	1.1753433172	1.4247531044	-0.1109296607
2	-0.153770196	1.6342112648	-0.5498291952
1	0.0382636723	3.5502016989	0.3619109731
2	-0.0880962514	1.710395626	1.5725763197
2	0.1514136241	2.4487007716	1.7079032543
1	1.030820136	0.2972104157	-0.0865733631
0	1.7637220333	0.1128550235	1.7058865311
1	3.3211528971	0.0526703099	-0.3953985022
1	1.6632459462	1.1268755859	-0.0564657815
0	1.7247007732	0.2901080003	2.0162598203
2	0.2116278953	0.465279506	1.912769168
2	0.1898915901	-0.6114036167	3.6194639567
2	0.261408139	2.5219546157	0.7731917386
1	0.6767190532	2.6583004164	0.1853601357
2	-0.1536879934	2.6730423968	1.2369081444
2	-0.2582186876	0.1456989637	2.7263707414
0	1.6655683749	0.2263125473	1.7778375721
2	0.1134187714	2.0184406277	2.2389293164
0	2.8345469315	-0.1958822457	0.3121549785
1	1.3688502083	1.7964230525	0.0976900833
2	-0.2319333035	3.5569073032	0.7392176518
1	1.9692186157	1.4300283409	0.0624088881
0	2.3788159414	-0.3988961286	1.4435831799
2	-0.1625104948	2.5717420578	-0.3779937865
0	1.4389974798	-0.0705692222	2.1127349029
2	0.3403433575	2.6883062108	-1.6323435084
2	-0.1791607292	3.1412266179	-1.4278195679
1	1.3701782855	1.48087732	-0.4123616812
0	1.9205813044	0.228721292	1.4600706446
1	3.3879737342	-0.8050541262	-0.0225247344
2	-0.0859669567	3.8799363849	-0.1952771094
1	1.6693373456	1.4022049279	0.1435458079
2	0.0839376132	2.5984437746	1.4667985415
1	0.9906591593	1.304862262	-0.0232882129
1	1.8341386943	1.3219656229	0.0894991089
2	0.516059877	0.1952587067	3.6628830609
0	2.813154086	0.1857381505	2.2074265857
1	1.1195242209	1.5310695709	-0.1222823812
0	1.6631918026	-0.2346505127	1.7952824588
2	0.0862854593	1.597267988	2.3512789085
1	0.7883969015	0.7490076211	0.32854778
1	1.8139726965	0.6062100397	-0.0317063257
2	8.94758680011755E-06	-0.0610989387	3.6280358668
2	-0.1117999982	0.5826812158	2.6386382551
0	2.0641389814	0.2867063474	2.0037212419
